frame,x,y,mass,signal
19,118.48520084566596,5.248263364542434,92.29366590531626,2.5644872435183017
19,158.619140625,5.317243303571429,49.9517515259217,2.5505498128470063
19,218.13383002207505,5.222406181015453,25.25462437638675,1.8397408486109554
19,312.7935245350661,5.130069460004481,62.20275308599011,2.717798980902548
19,336.6886030018143,4.263071086920666,42.25132108003115,2.4878313748261784
19,398.3605741898806,5.38914155770324,49.03188110161622,2.592362104860892
19,469.37085962145113,4.981072555205047,35.34532418240442,2.125458177372505
19,54.53621301775148,4.420710059171598,58.88564458622187,2.2996760607636944
19,93.58153477218225,6.370503597122302,17.435725769790192,1.7630849799188324
19,108.71478149100257,6.256683804627249,54.21660531133801,1.9651777246526114
19,165.02319674906875,6.20335252285811,41.15723277233448,2.0488023086803824
19,170.91401112797166,6.286460967796325,41.33145065572567,2.174239184722038
19,265.9207317073171,4.932600174216028,64.00068164258718,2.9756414483215075
19,271.6660191480505,5.694186207853476,50.22353142401195,2.355425783448875
19,388.52491767288694,6.394291986827662,31.74249835387463,1.9303341479743736
19,428.9583135954524,6.02668561503237,44.13287422065599,2.355425783448875
19,459.4247199544333,6.447693183975698,36.70422367285569,2.1463643233794483
19,476.3252688172043,6.077956989247312,23.331258943748026,1.9860838706595543
19,496.5316129032258,5.978351254480287,48.60678946614172,2.5366123821757114
19,33.05286415711947,5.199345335515548,42.57885070080658,2.167270469386391
19,47.58703125,5.81078125,44.599778148144374,2.3345196374419324
19,130.41088969969127,9.128262699971934,49.659065481824506,2.411175506134055
19,226.18453145057765,7.440468549422336,43.42903397175559,2.4251129368053506
19,232.59712430426717,5.524489795918368,75.12275131828068,2.4251129368053506
19,300.4567600487211,5.941805386385167,51.49183761509981,2.0975833160299153
19,351.5290885198901,7.026400668976227,58.33511607470572,2.306644776099342
19,355.2501767617252,7.035705868489276,59.13651833830518,2.306644776099342
19,486.31189857950204,5.01802352222392,45.62417930248456,2.174239184722038
19,500.8904670505438,6.772872680742163,54.46051034808567,2.4529877981479404
19,30.78193510669395,8.459222449576147,23.839975163250298,2.167270469386391
