frame,x,y,intensity,string_id,particle_index,offset_index,string_type
0,296.4203043419509,367.8545507397706,397.88917798679006,0,0,0,A
1,295.35896121879875,367.6035009452208,397.88917798679006,0,0,0,A
2,295.2011099402564,367.4737284099907,397.88917798679006,0,0,0,A
3,295.04325866171393,367.3439558747606,397.88917798679006,0,0,0,A
4,294.8854073831715,367.21418333953045,397.88917798679006,0,0,0,A
5,294.72755610462906,367.0844108043004,397.88917798679006,0,0,0,A
6,294.56970482608665,366.9546382690702,397.88917798679006,0,0,0,A
7,294.4118535475442,366.8248657338401,397.88917798679006,0,0,0,A
8,294.2540022690018,366.69509319861004,397.88917798679006,0,0,0,A
9,294.09615099045936,366.5653206633799,397.88917798679006,0,0,0,A
10,293.9382997119169,366.4355481281498,397.88917798679006,0,0,0,A
11,293.7804484333745,366.30577559291964,397.88917798679006,0,0,0,A
12,293.6225971548321,366.1760030576895,397.88917798679006,0,0,0,A
13,293.4647458762896,366.0462305224594,397.88917798679006,0,0,0,A
14,293.3068945977472,365.9164579872293,397.88917798679006,0,0,0,A
15,293.1490433192048,365.7866854519992,397.88917798679006,0,0,0,A
16,292.9911920406623,365.6569129167691,397.88917798679006,0,0,0,A
17,292.8333407621199,365.52714038153897,397.88917798679006,0,0,0,A
18,292.6754894835775,365.39736784630884,397.88917798679006,0,0,0,A
19,292.5176382050351,365.2675953110787,397.88917798679006,0,0,0,A
20,292.35978692649263,365.13782277584863,397.88917798679006,0,0,0,A
21,292.34584804343666,365.1435644420529,397.88917798679006,0,0,0,A
22,292.3395119905076,365.19932330222974,397.88917798679006,0,0,0,A
23,292.39082168353696,365.1028760612053,397.88917798679006,0,0,0,A
24,292.4604125010742,365.07667521437224,397.88917798679006,0,0,0,A
25,292.38848029079935,365.18003831297386,397.88917798679006,0,0,0,A
26,292.5076676324763,365.0872786395137,397.88917798679006,0,0,0,A
27,292.5340951711237,365.1554392710109,397.88917798679006,0,0,0,A
28,292.3403892354274,365.0705755007548,397.88917798679006,0,0,0,A
29,292.41841626839806,365.1427163002929,397.88917798679006,0,0,0,A
30,292.24942599989987,365.0250340582228,397.88917798679006,0,0,0,A
31,292.3042350057126,365.07022217546154,397.88917798679006,0,0,0,A
32,292.46881716566537,365.27537660564565,397.88917798679006,0,0,0,A
33,292.4466428888794,365.17360966485177,397.88917798679006,0,0,0,A
34,292.31696310570817,365.1432710969407,397.88917798679006,0,0,0,A
35,292.4482576270955,365.350919999221,397.88917798679006,0,0,0,A
36,292.4510768470228,365.10978156141914,397.88917798679006,0,0,0,A
37,292.3635894340697,365.08956828573344,397.88917798679006,0,0,0,A
38,292.2815470688977,365.11939857562686,397.88917798679006,0,0,0,A
39,292.3793483957131,365.3214129345164,397.88917798679006,0,0,0,A
40,292.36499017348797,365.273558583345,397.88917798679006,0,0,0,A
41,292.5365358346051,365.1457035628746,397.88917798679006,0,0,0,A
42,292.52056681525426,365.20931631630555,397.88917798679006,0,0,0,A
43,292.31803339699667,365.1643407783335,397.88917798679006,0,0,0,A
44,292.36207470829714,365.11458887285414,397.88917798679006,0,0,0,A
45,292.3399088031931,365.1522437061959,397.88917798679006,0,0,0,A
46,292.40320504054085,365.0493345883328,397.88917798679006,0,0,0,A
47,292.358848160293,364.9855872736541,397.88917798679006,0,0,0,A
48,292.38586647642063,365.2001827234268,397.88917798679006,0,0,0,A
49,292.3761824103286,365.1664080910405,397.88917798679006,0,0,0,A
50,292.4187812368486,365.07131269142695,397.88917798679006,0,0,0,A
51,292.3358820405602,365.1889149802302,397.88917798679006,0,0,0,A
52,292.45997549996554,365.1773149159832,397.88917798679006,0,0,0,A
53,292.61507286872813,365.12868671863015,397.88917798679006,0,0,0,A
54,292.4597529694281,365.26449554367366,397.88917798679006,0,0,0,A
55,292.34640994185844,365.05577148762836,397.88917798679006,0,0,0,A
56,292.2415266337399,365.1540504758315,397.88917798679006,0,0,0,A
57,292.47081612194654,365.16498961573416,397.88917798679006,0,0,0,A
58,292.3770725340296,365.0999013875474,397.88917798679006,0,0,0,A
59,292.41588989977197,364.92423967070425,397.88917798679006,0,0,0,A
60,292.3830242516301,365.14063540680394,397.88917798679006,0,0,0,A
61,292.22275290183643,365.355382568263,397.88917798679006,0,0,0,A
62,292.2210456033372,365.03007072616384,397.88917798679006,0,0,0,A
63,292.2397006157374,365.2488595560245,397.88917798679006,0,0,0,A
64,292.2709784403767,365.20468841714506,397.88917798679006,0,0,0,A
65,292.4185379417448,365.16378981695345,397.88917798679006,0,0,0,A
66,292.22902903582695,365.0766121380498,397.88917798679006,0,0,0,A
67,292.52709842349606,365.00874733591036,397.88917798679006,0,0,0,A
68,292.2766214304558,365.1215981235706,397.88917798679006,0,0,0,A
69,292.4406859336964,365.16298669490914,397.88917798679006,0,0,0,A
70,292.4339913424222,365.0310933525514,397.88917798679006,0,0,0,A
71,292.45426458588423,365.1947256575065,397.88917798679006,0,0,0,A
72,292.20033047098025,365.2918143966394,397.88917798679006,0,0,0,A
73,292.58902671251013,365.06096504013396,397.88917798679006,0,0,0,A
74,292.3653522081543,365.2775650341594,397.88917798679006,0,0,0,A
75,292.2116629035499,364.93883674394164,397.88917798679006,0,0,0,A
76,292.23009251427266,365.081116097213,397.88917798679006,0,0,0,A
77,292.30194270529415,365.1985574932329,397.88917798679006,0,0,0,A
78,292.38664056368896,365.0132150493817,397.88917798679006,0,0,0,A
79,292.4165249235015,365.3252309100167,397.88917798679006,0,0,0,A
80,292.47949235439967,365.236933520617,397.88917798679006,0,0,0,A
81,292.3618047193448,365.2361859153131,397.88917798679006,0,0,0,A
82,292.2631736444957,365.21292423954895,397.88917798679006,0,0,0,A
83,292.35106208454454,365.2509133456366,397.88917798679006,0,0,0,A
84,292.4063879816184,365.0288347972774,397.88917798679006,0,0,0,A
85,292.37258622184,365.2596449228298,397.88917798679006,0,0,0,A
86,292.246863537986,365.08190878803015,397.88917798679006,0,0,0,A
87,292.28291962565385,364.98825818180404,397.88917798679006,0,0,0,A
88,292.4559137540196,365.26892250614725,397.88917798679006,0,0,0,A
89,292.43979124719834,365.1620798073924,397.88917798679006,0,0,0,A
90,292.3545837880612,365.1617608059011,397.88917798679006,0,0,0,A
91,292.2866313347835,365.2272073358938,397.88917798679006,0,0,0,A
92,292.46433615889646,365.231077129249,397.88917798679006,0,0,0,A
93,292.30669210472075,365.1456632100433,397.88917798679006,0,0,0,A
94,292.3432088445947,365.31668025464535,397.88917798679006,0,0,0,A
95,292.3777565466849,364.9496156864556,397.88917798679006,0,0,0,A
96,292.39963749157573,365.3260494007557,397.88917798679006,0,0,0,A
97,292.42830449811487,365.22577074685324,397.88917798679006,0,0,0,A
98,292.3633930531775,364.9406838272301,397.88917798679006,0,0,0,A
99,292.1787611510873,365.01322799837504,397.88917798679006,0,0,0,A
100,292.34710372278863,365.16882262549774,397.88917798679006,0,0,0,A
101,292.4287283417066,365.1037769715722,397.88917798679006,0,0,0,A
102,292.4554798523337,365.10984790001066,397.88917798679006,0,0,0,A
103,292.2893379749579,365.2229869473931,397.88917798679006,0,0,0,A
104,292.2683424281822,364.8649142827665,397.88917798679006,0,0,0,A
105,292.2537912505978,365.1472387303989,397.88917798679006,0,0,0,A
106,292.0517691505877,365.1021089712308,397.88917798679006,0,0,0,A
107,292.3265778906163,364.9951771789517,397.88917798679006,0,0,0,A
108,292.2115365800328,365.0915765810387,397.88917798679006,0,0,0,A
109,292.30507690952913,365.2638146267878,397.88917798679006,0,0,0,A
110,292.3972732310059,364.9797372312981,397.88917798679006,0,0,0,A
111,292.27432177950897,365.2083369285608,397.88917798679006,0,0,0,A
112,292.54938460338843,365.17647272522305,397.88917798679006,0,0,0,A
113,292.39085818095856,365.32389802226584,397.88917798679006,0,0,0,A
114,292.3575197820907,365.10691268001517,397.88917798679006,0,0,0,A
115,292.21846204826346,365.08652116762585,397.88917798679006,0,0,0,A
116,292.57765820075247,364.99564863659975,397.88917798679006,0,0,0,A
117,292.36090609717394,364.9969900330534,397.88917798679006,0,0,0,A
118,292.3726345012978,365.2265874961939,397.88917798679006,0,0,0,A
119,292.3354219945113,365.2108575028786,397.88917798679006,0,0,0,A
120,292.4318713090435,365.1825252574593,397.88917798679006,0,0,0,A
0,241.10943403926132,103.4749562437631,335.47921460133955,1,0,0,A
1,241.53282038784104,104.20343695816774,335.47921460133955,1,0,0,A
2,241.27538318792867,104.08661132506803,335.47921460133955,1,0,0,A
3,241.01794598801627,103.96978569196833,335.47921460133955,1,0,0,A
4,240.7605087881039,103.85296005886862,335.47921460133955,1,0,0,A
5,240.5030715881915,103.73613442576891,335.47921460133955,1,0,0,A
6,240.2456343882791,103.61930879266919,335.47921460133955,1,0,0,A
7,239.9881971883667,103.5024831595695,335.47921460133955,1,0,0,A
8,239.7307599884543,103.38565752646979,335.47921460133955,1,0,0,A
9,239.4733227885419,103.26883189337008,335.47921460133955,1,0,0,A
10,239.21588558862953,103.15200626027037,335.47921460133955,1,0,0,A
11,238.95844838871713,103.03518062717066,335.47921460133955,1,0,0,A
12,238.70101118880473,102.91835499407095,335.47921460133955,1,0,0,A
13,238.44357398889235,102.80152936097124,335.47921460133955,1,0,0,A
14,238.18613678897995,102.68470372787154,335.47921460133955,1,0,0,A
15,237.92869958906755,102.56787809477183,335.47921460133955,1,0,0,A
16,237.67126238915517,102.45105246167212,335.47921460133955,1,0,0,A
17,237.41382518924277,102.33422682857241,335.47921460133955,1,0,0,A
18,237.15638798933037,102.2174011954727,335.47921460133955,1,0,0,A
19,236.898950789418,102.100575562373,335.47921460133955,1,0,0,A
20,236.6415135895056,101.98374992927329,335.47921460133955,1,0,0,A
21,236.6891003332691,101.95137774784827,335.47921460133955,1,0,0,A
22,236.914430293406,102.1679946898351,335.47921460133955,1,0,0,A
23,236.62006118955497,101.95083680385699,335.47921460133955,1,0,0,A
24,236.81053124483722,101.79541395114279,335.47921460133955,1,0,0,A
25,236.59635848357507,102.07882562437283,335.47921460133955,1,0,0,A
26,236.5503038324137,101.93606693196394,335.47921460133955,1,0,0,A
27,236.60639947289613,102.04983077892395,335.47921460133955,1,0,0,A
28,236.6552662779879,102.02395867030211,335.47921460133955,1,0,0,A
29,236.70104196202394,101.986743752091,335.47921460133955,1,0,0,A
30,236.75257020933046,101.91085404216273,335.47921460133955,1,0,0,A
31,236.49790143994292,101.80606274879204,335.47921460133955,1,0,0,A
32,236.47941261160935,101.92869835631853,335.47921460133955,1,0,0,A
33,236.74451827883124,102.00116660501048,335.47921460133955,1,0,0,A
34,236.58165892855206,101.87676436997172,335.47921460133955,1,0,0,A
35,236.58862502437253,101.94338329073365,335.47921460133955,1,0,0,A
36,236.58500365041567,101.84049549719902,335.47921460133955,1,0,0,A
37,236.59393280739337,102.0854635426112,335.47921460133955,1,0,0,A
38,236.42405269534603,101.95968906202884,335.47921460133955,1,0,0,A
39,236.42937875402234,102.00205469033108,335.47921460133955,1,0,0,A
40,236.56676465041477,101.77518116246402,335.47921460133955,1,0,0,A
41,236.65158380849894,102.16549046462853,335.47921460133955,1,0,0,A
42,236.65240274284082,102.09992907765152,335.47921460133955,1,0,0,A
43,236.6343631492887,101.76799084645708,335.47921460133955,1,0,0,A
44,236.69056193856798,101.94192199859206,335.47921460133955,1,0,0,A
45,236.4953050967383,102.06223359666559,335.47921460133955,1,0,0,A
46,236.67019934605096,101.93120896520146,335.47921460133955,1,0,0,A
47,236.7283205320458,101.89654273249398,335.47921460133955,1,0,0,A
48,236.7058568233796,101.88970388234895,335.47921460133955,1,0,0,A
49,236.6949090656762,101.87367513481836,335.47921460133955,1,0,0,A
50,236.7904324098077,102.00918067927488,335.47921460133955,1,0,0,A
51,236.7848011011049,101.9015053315213,335.47921460133955,1,0,0,A
52,236.59390335220883,102.06771640912477,335.47921460133955,1,0,0,A
53,236.36714187467467,101.87707084380857,335.47921460133955,1,0,0,A
54,236.74483128473375,102.03026086166273,335.47921460133955,1,0,0,A
55,236.73939052374737,101.95277384056482,335.47921460133955,1,0,0,A
56,236.69791352766592,101.9106655022516,335.47921460133955,1,0,0,A
57,236.50431755274334,101.81427043190162,335.47921460133955,1,0,0,A
58,236.58634263240256,101.92885578703084,335.47921460133955,1,0,0,A
59,236.57857584974593,101.62886943217349,335.47921460133955,1,0,0,A
60,236.44165322950195,101.93048668035394,335.47921460133955,1,0,0,A
61,236.67021525226534,101.92587066676859,335.47921460133955,1,0,0,A
62,236.55382386947053,101.75290259595812,335.47921460133955,1,0,0,A
63,236.8436634934032,101.87363880132659,335.47921460133955,1,0,0,A
64,236.8098532532755,102.13981852097264,335.47921460133955,1,0,0,A
65,236.66890649609567,101.92648898876702,335.47921460133955,1,0,0,A
66,236.65473514262382,101.86844573186936,335.47921460133955,1,0,0,A
67,236.6675866021754,101.98404514405824,335.47921460133955,1,0,0,A
68,236.6947104163004,102.07879361413767,335.47921460133955,1,0,0,A
69,236.81479743824687,101.94491834582162,335.47921460133955,1,0,0,A
70,236.74585243128152,101.9045829712104,335.47921460133955,1,0,0,A
71,236.55205709475348,101.92194428574135,335.47921460133955,1,0,0,A
72,236.54331702392662,102.08177636110675,335.47921460133955,1,0,0,A
73,236.73383770335175,102.11098110397722,335.47921460133955,1,0,0,A
74,236.63898355657918,102.01118808888201,335.47921460133955,1,0,0,A
75,236.5836708896456,101.86865380448832,335.47921460133955,1,0,0,A
76,236.68621540455874,102.01058724040494,335.47921460133955,1,0,0,A
77,236.53081226299983,102.04228317593795,335.47921460133955,1,0,0,A
78,236.46734085524562,101.96585008086083,335.47921460133955,1,0,0,A
79,236.57848220579405,101.93082230765101,335.47921460133955,1,0,0,A
80,236.53316781398308,102.07899933841948,335.47921460133955,1,0,0,A
81,236.69810841071052,102.1020919559544,335.47921460133955,1,0,0,A
82,236.65456332437012,101.8539445638537,335.47921460133955,1,0,0,A
83,236.60361343771112,101.86459814873594,335.47921460133955,1,0,0,A
84,236.68619310600357,102.10362052217812,335.47921460133955,1,0,0,A
85,236.67312262866355,101.92249783788732,335.47921460133955,1,0,0,A
86,236.60318087725724,102.00279492953995,335.47921460133955,1,0,0,A
87,236.49547785015054,101.99721014359925,335.47921460133955,1,0,0,A
88,236.65986337725803,101.92772564170807,335.47921460133955,1,0,0,A
89,236.59811006280106,101.99913439358178,335.47921460133955,1,0,0,A
90,236.55768470477997,101.89970364987363,335.47921460133955,1,0,0,A
91,236.7175106759464,102.0040870012271,335.47921460133955,1,0,0,A
92,236.8073799495871,101.88295212938044,335.47921460133955,1,0,0,A
93,236.46141700464005,102.07562781769008,335.47921460133955,1,0,0,A
94,236.73492803138473,101.90753159666646,335.47921460133955,1,0,0,A
95,236.49222788821595,101.97653087015351,335.47921460133955,1,0,0,A
96,236.4637230505846,101.94685346460741,335.47921460133955,1,0,0,A
97,236.42042236950442,101.95695535291645,335.47921460133955,1,0,0,A
98,236.426378562486,101.95686596912955,335.47921460133955,1,0,0,A
99,236.78996471555666,101.9536804066967,335.47921460133955,1,0,0,A
100,236.71503744769208,101.91604225479745,335.47921460133955,1,0,0,A
101,236.54866528559495,101.83024209187009,335.47921460133955,1,0,0,A
102,236.74174443579096,101.97405195621518,335.47921460133955,1,0,0,A
103,236.79974541628349,101.8617680782531,335.47921460133955,1,0,0,A
104,236.61500434941533,101.98736860807875,335.47921460133955,1,0,0,A
105,236.77833075936573,102.16144339439933,335.47921460133955,1,0,0,A
106,236.5720542537506,101.86572153808832,335.47921460133955,1,0,0,A
107,236.46312904168605,102.11262224614573,335.47921460133955,1,0,0,A
108,236.6279141664169,101.91400223787292,335.47921460133955,1,0,0,A
109,236.63136958884203,101.72285908201236,335.47921460133955,1,0,0,A
110,236.46385028693717,102.07213015796056,335.47921460133955,1,0,0,A
111,236.6759168448908,101.99355787858252,335.47921460133955,1,0,0,A
112,236.53614489846316,102.0372844341605,335.47921460133955,1,0,0,A
113,236.81410412205898,101.85602310567637,335.47921460133955,1,0,0,A
114,236.63769727664382,101.93493155643692,335.47921460133955,1,0,0,A
115,236.67227477298454,101.9798074079238,335.47921460133955,1,0,0,A
116,236.62145159399046,101.89016839459755,335.47921460133955,1,0,0,A
117,236.63455506408687,101.91692081332783,335.47921460133955,1,0,0,A
118,236.62147393159546,101.97199855153906,335.47921460133955,1,0,0,A
119,236.70154314147072,101.92011819611737,335.47921460133955,1,0,0,A
120,236.60377156916186,102.0855466194504,335.47921460133955,1,0,0,A
0,399.7825261373423,206.09209710997706,187.85583964961697,2,0,0,A
1,399.60484903177695,206.10224911917146,187.85583964961697,2,0,0,A
2,399.64569811111994,206.1496437522468,187.85583964961697,2,0,0,A
3,399.6865471904629,206.19703838532212,187.85583964961697,2,0,0,A
4,399.7273962698058,206.24443301839744,187.85583964961697,2,0,0,A
5,399.7682453491488,206.29182765147277,187.85583964961697,2,0,0,A
6,399.8090944284917,206.3392222845481,187.85583964961697,2,0,0,A
7,399.84994350783467,206.38661691762343,187.85583964961697,2,0,0,A
8,399.89079258717766,206.43401155069876,187.85583964961697,2,0,0,A
9,399.9316416665206,206.48140618377408,187.85583964961697,2,0,0,A
10,399.9724907458635,206.5288008168494,187.85583964961697,2,0,0,A
11,400.0133398252065,206.57619544992474,187.85583964961697,2,0,0,A
12,400.05418890454945,206.62359008300004,187.85583964961697,2,0,0,A
13,400.09503798389244,206.6709847160754,187.85583964961697,2,0,0,A
14,400.1358870632354,206.7183793491507,187.85583964961697,2,0,0,A
15,400.1767361425783,206.76577398222602,187.85583964961697,2,0,0,A
16,400.2175852219213,206.81316861530138,187.85583964961697,2,0,0,A
17,400.25843430126423,206.86056324837668,187.85583964961697,2,0,0,A
18,400.29928338060716,206.907957881452,187.85583964961697,2,0,0,A
19,400.34013245995015,206.95535251452733,187.85583964961697,2,0,0,A
20,400.3809815392931,207.00274714760266,187.85583964961697,2,0,0,A
21,400.39760108780985,206.8734451170154,187.85583964961697,2,0,0,A
22,400.42180190419214,207.13012694432302,187.85583964961697,2,0,0,A
23,400.43397318373394,206.84212944152014,187.85583964961697,2,0,0,A
24,400.40450756905915,206.9074746557601,187.85583964961697,2,0,0,A
25,400.3536475767569,207.01113811961176,187.85583964961697,2,0,0,A
26,400.25727848702115,207.13195769161948,187.85583964961697,2,0,0,A
27,400.3698153734294,207.07778778659673,187.85583964961697,2,0,0,A
28,400.44032952515715,207.13308281473357,187.85583964961697,2,0,0,A
29,400.4961583767211,206.85143112857418,187.85583964961697,2,0,0,A
30,400.3814626295895,206.78550659593841,187.85583964961697,2,0,0,A
31,400.3326038411283,207.07058941621204,187.85583964961697,2,0,0,A
32,400.46881120457317,207.1281297434241,187.85583964961697,2,0,0,A
33,400.3398037743281,207.03134355571444,187.85583964961697,2,0,0,A
34,400.3873489023763,207.12611582878026,187.85583964961697,2,0,0,A
35,400.5365115383618,206.9635938177347,187.85583964961697,2,0,0,A
36,400.75614503601975,206.99914307418473,187.85583964961697,2,0,0,A
37,400.34109269596365,207.05953115127738,187.85583964961697,2,0,0,A
38,400.4537007777989,207.05430857307888,187.85583964961697,2,0,0,A
39,400.313013875942,207.14712724475442,187.85583964961697,2,0,0,A
40,400.38356392568255,207.15379416427086,187.85583964961697,2,0,0,A
41,400.5176377254445,206.87286162466927,187.85583964961697,2,0,0,A
42,400.2805502266,206.90032383382163,187.85583964961697,2,0,0,A
43,400.40368929535225,207.00595855985273,187.85583964961697,2,0,0,A
44,400.4057390632465,206.91947606666437,187.85583964961697,2,0,0,A
45,400.42169627588464,207.14125760857948,187.85583964961697,2,0,0,A
46,400.2456220678285,206.9813676232379,187.85583964961697,2,0,0,A
47,400.4040821147434,206.98804208974462,187.85583964961697,2,0,0,A
48,400.3595687948172,207.1779735460572,187.85583964961697,2,0,0,A
49,400.5076882897716,207.08608664193528,187.85583964961697,2,0,0,A
50,400.30326158295395,207.22530781959983,187.85583964961697,2,0,0,A
51,400.4155718055653,206.9434495533186,187.85583964961697,2,0,0,A
52,400.3457438111462,206.9523142856869,187.85583964961697,2,0,0,A
53,400.59163520368924,207.02186584517034,187.85583964961697,2,0,0,A
54,400.38591350758736,206.78608593167084,187.85583964961697,2,0,0,A
55,400.45336256452083,206.89559755189416,187.85583964961697,2,0,0,A
56,400.2666858759184,207.06270291739906,187.85583964961697,2,0,0,A
57,400.2933406875744,207.08503064265327,187.85583964961697,2,0,0,A
58,400.49187084808796,206.82250765555358,187.85583964961697,2,0,0,A
59,400.3660705358063,206.84406535071156,187.85583964961697,2,0,0,A
60,400.3734881410116,207.0926669454533,187.85583964961697,2,0,0,A
61,400.24329880270255,207.18166312867655,187.85583964961697,2,0,0,A
62,400.34851742540513,206.8829903675987,187.85583964961697,2,0,0,A
63,400.367049804095,207.08042462037514,187.85583964961697,2,0,0,A
64,400.24168820969027,207.00132055148782,187.85583964961697,2,0,0,A
65,400.24200028966584,207.12150176475512,187.85583964961697,2,0,0,A
66,400.39476882857633,206.95847866217133,187.85583964961697,2,0,0,A
67,400.4827301867312,206.87208602164287,187.85583964961697,2,0,0,A
68,400.3398128599325,207.18549900430347,187.85583964961697,2,0,0,A
69,400.36667490124665,207.1365032406884,187.85583964961697,2,0,0,A
70,400.39855513432525,206.93078465143418,187.85583964961697,2,0,0,A
71,400.3543594021817,207.0084405517593,187.85583964961697,2,0,0,A
72,400.3379801677288,206.91827697462665,187.85583964961697,2,0,0,A
73,400.30074237148335,206.8523003539263,187.85583964961697,2,0,0,A
74,400.389891866287,207.03995523209315,187.85583964961697,2,0,0,A
75,400.453711529498,206.81998852302956,187.85583964961697,2,0,0,A
76,400.45936831144604,206.9988365403268,187.85583964961697,2,0,0,A
77,400.23591994410634,207.01033065884747,187.85583964961697,2,0,0,A
78,400.4602410204094,207.0527892207209,187.85583964961697,2,0,0,A
79,400.4513142630563,207.09508059111332,187.85583964961697,2,0,0,A
80,400.46837726477906,206.99700214271775,187.85583964961697,2,0,0,A
81,400.17055847844364,206.92462399036035,187.85583964961697,2,0,0,A
82,400.4144411531313,206.95365986546523,187.85583964961697,2,0,0,A
83,400.447419760124,207.080428958101,187.85583964961697,2,0,0,A
84,400.383717100426,207.18866585783948,187.85583964961697,2,0,0,A
85,400.28142824513793,207.09385298086204,187.85583964961697,2,0,0,A
86,400.33172293894773,206.92270051619155,187.85583964961697,2,0,0,A
87,400.4378630662856,206.93918577066748,187.85583964961697,2,0,0,A
88,400.4649104374647,206.88411777888084,187.85583964961697,2,0,0,A
89,400.3825399326987,206.91645415537232,187.85583964961697,2,0,0,A
90,400.35553373333147,206.96360601343767,187.85583964961697,2,0,0,A
91,400.2661846011828,207.06637511423284,187.85583964961697,2,0,0,A
92,400.254557185173,206.90283819090706,187.85583964961697,2,0,0,A
93,400.4682566561593,207.09822118270344,187.85583964961697,2,0,0,A
94,400.44592606682716,207.0349512067002,187.85583964961697,2,0,0,A
95,400.6070087926538,206.8800066063565,187.85583964961697,2,0,0,A
96,400.3048827211591,206.90161940220003,187.85583964961697,2,0,0,A
97,400.46912742253795,207.0298481422951,187.85583964961697,2,0,0,A
98,400.49038013256023,207.098323380828,187.85583964961697,2,0,0,A
99,400.3568190435151,206.91920748075492,187.85583964961697,2,0,0,A
100,400.2801365427626,207.2223145187653,187.85583964961697,2,0,0,A
101,400.47616387399387,207.06050034852169,187.85583964961697,2,0,0,A
102,400.34554849509107,206.9814073305265,187.85583964961697,2,0,0,A
103,400.3450723257168,206.96886866474688,187.85583964961697,2,0,0,A
104,400.13913160243294,206.99512720593953,187.85583964961697,2,0,0,A
105,400.34126817261966,207.03024277992938,187.85583964961697,2,0,0,A
106,400.40046549561004,207.0866189469352,187.85583964961697,2,0,0,A
107,400.37821661124985,207.08099032683035,187.85583964961697,2,0,0,A
108,400.12343723714423,206.89117943914522,187.85583964961697,2,0,0,A
109,400.55212581899934,206.87939525783085,187.85583964961697,2,0,0,A
110,400.35165106239054,207.07200750111213,187.85583964961697,2,0,0,A
111,400.2913095791519,207.07358459712174,187.85583964961697,2,0,0,A
112,400.23675589469445,206.80999652922938,187.85583964961697,2,0,0,A
113,400.246636309165,206.8359604062029,187.85583964961697,2,0,0,A
114,400.3777956018137,206.9695532143092,187.85583964961697,2,0,0,A
